transaction_product_id,transaction_id,product_name,product_category
64,141549,Streaming,Entertainment
65,6603,Electricity Token,Utilities
66,193739,Food Delivery,Food
67,108971,Other,Other
68,174949,Healthcare,Healthcare
69,173823,Electricity Token,Utilities
70,95880,School Payment,Education
71,86247,Bill Payment,Utilities
72,69764,Transportation,Transport
73,104408,Marketplace,E-Commerce
74,96638,Ride Hailing,Transport
75,136650,Marketplace,E-Commerce
76,159734,Restaurant,Food
77,152787,Food Delivery,Food
78,70685,Convenience Store,Retail
79,163675,Other,Other
80,191812,Healthcare,Healthcare
81,4674,Streaming,Entertainment
82,28961,Electricity Token,Utilities
83,139347,Travel,Travel
84,97615,Healthcare,Healthcare
85,29170,Food Delivery,Food
86,179696,Transportation,Transport
87,187438,Mobile Top Up,Digital Goods
88,171436,Education Payment,Education
89,184784,Electricity Token,Utilities
90,164755,Ride Hailing,Transport
91,179557,Internet Package,Digital Goods
92,68645,Mobile Top Up,Digital Goods
93,116303,Online Shopping,E-Commerce
94,18595,Internet Package,Digital Goods
95,154593,Streaming,Entertainment
96,67189,Ride Hailing,Transport
97,40858,Food Delivery,Food
98,144755,Electricity Token,Utilities
99,155708,Healthcare,Healthcare
100,166385,Marketplace,E-Commerce
101,16945,Food Delivery,Food
102,189794,Digital Subscription,Entertainment
103,140824,Food Delivery,Food
104,136597,Other,Other
105,172034,Mobile Top Up,Digital Goods
106,155515,Travel,Travel
107,186137,Food Delivery,Food
108,196874,Food Delivery,Food
109,158347,Marketplace,E-Commerce
110,121362,Internet Package,Digital Goods
111,5210,Online Shopping,E-Commerce
112,95969,Digital Subscription,Entertainment
113,116621,Education Payment,Education
114,1858,Convenience Store,Retail
115,59786,Healthcare,Healthcare
116,126954,Restaurant,Food
117,103901,Transportation,Transport
118,71530,Ride Hailing,Transport
119,163686,Online Shopping,E-Commerce
120,90760,Transportation,Transport
121,30440,Internet Package,Digital Goods
122,114186,Other,Other
123,7809,Gaming Voucher,Entertainment
124,92902,Travel,Travel
125,125217,Bill Payment,Utilities
126,44701,Food Delivery,Food
127,12697,Ride Hailing,Transport
128,49337,Education Payment,Education
129,131746,Food Delivery,Food
130,172613,Digital Subscription,Entertainment
131,43979,Digital Subscription,Entertainment
132,43136,School Payment,Education
133,119602,University Payment,Education
134,180219,Ride Hailing,Transport
135,176611,Travel,Travel
136,149207,Internet Package,Digital Goods
137,77420,Gaming Voucher,Entertainment
138,150954,Convenience Store,Retail
139,32952,Mobile Top Up,Digital Goods
140,156057,School Payment,Education
141,81022,Gaming Voucher,Entertainment
142,141550,Bill Payment,Utilities
143,195366,Travel,Travel
144,105824,Healthcare,Healthcare
145,13216,Internet Package,Digital Goods
146,179794,School Payment,Education
147,44276,Marketplace,E-Commerce
148,12244,Online Shopping,E-Commerce
149,133188,Streaming,Entertainment
150,70046,Travel,Travel
151,102580,Convenience Store,Retail
152,154828,Gaming Voucher,Entertainment
153,181652,School Payment,Education
154,153899,Mobile Top Up,Digital Goods
155,109451,School Payment,Education
156,3118,Mobile Top Up,Digital Goods
157,47738,Ride Hailing,Transport
158,68212,Streaming,Entertainment
159,1295,Online Shopping,E-Commerce
160,104420,Convenience Store,Retail
161,42161,Gaming Voucher,Entertainment
162,174257,Online Shopping,E-Commerce
163,18956,Restaurant,Food
164,67193,Restaurant,Food
165,168935,Travel,Travel
166,25832,School Payment,Education
167,36821,University Payment,Education
168,164198,Healthcare,Healthcare
169,177931,Restaurant,Food
170,37131,Other,Other
171,92144,Restaurant,Food
172,12057,Marketplace,E-Commerce
173,157319,Ride Hailing,Transport
174,123298,School Payment,Education
175,26858,Travel,Travel
176,171723,Gaming Voucher,Entertainment
177,162524,Bill Payment,Utilities
178,174471,Internet Package,Digital Goods
179,169719,Travel,Travel
180,192195,Education Payment,Education
181,84647,Marketplace,E-Commerce
182,121265,Internet Package,Digital Goods
183,13164,Food Delivery,Food
184,156217,Bill Payment,Utilities
185,28523,Streaming,Entertainment
186,30425,Gaming Voucher,Entertainment
187,18806,Internet Package,Digital Goods
188,142589,Streaming,Entertainment
189,35280,Food Delivery,Food
190,47173,Mobile Top Up,Digital Goods
191,190434,Internet Package,Digital Goods
192,118063,Marketplace,E-Commerce
193,83393,Travel,Travel
194,186968,Internet Package,Digital Goods
195,186519,Digital Subscription,Entertainment
196,81883,Streaming,Entertainment
197,6916,Travel,Travel
198,46989,Online Shopping,E-Commerce
199,107133,Travel,Travel
200,133045,Online Shopping,E-Commerce
201,25136,University Payment,Education
202,105113,Transportation,Transport
203,8617,Travel,Travel
204,35004,Restaurant,Food
205,180325,Other,Other
206,28232,Healthcare,Healthcare
207,54298,Food Delivery,Food
208,131022,Ride Hailing,Transport
209,24793,Ride Hailing,Transport
210,24839,Gaming Voucher,Entertainment
211,116124,Education Payment,Education
212,15679,Restaurant,Food
213,59682,Healthcare,Healthcare
214,177789,Restaurant,Food
215,22621,Transportation,Transport
216,66500,Gaming Voucher,Entertainment
217,80184,Transportation,Transport
218,86536,Healthcare,Healthcare
219,150870,Bill Payment,Utilities
220,117824,Online Shopping,E-Commerce
221,51431,Food Delivery,Food
222,158437,Convenience Store,Retail
223,127047,Gaming Voucher,Entertainment
224,162620,Electricity Token,Utilities
225,91001,Digital Subscription,Entertainment
226,128207,Healthcare,Healthcare
227,116465,Education Payment,Education
228,55324,Marketplace,E-Commerce
229,11744,Internet Package,Digital Goods
230,99143,Ride Hailing,Transport
231,184114,Food Delivery,Food
232,58159,Internet Package,Digital Goods
233,75659,Healthcare,Healthcare
234,150753,Education Payment,Education
235,181690,Streaming,Entertainment
236,83111,Mobile Top Up,Digital Goods
237,92019,Online Shopping,E-Commerce
238,16244,Mobile Top Up,Digital Goods
239,24085,Online Shopping,E-Commerce
240,32830,Electricity Token,Utilities
241,175548,Gaming Voucher,Entertainment
242,38122,Transportation,Transport
243,122969,Ride Hailing,Transport
244,44512,Travel,Travel
245,158526,Transportation,Transport
246,128052,University Payment,Education
247,171346,Convenience Store,Retail
248,143547,Transportation,Transport
249,100979,Gaming Voucher,Entertainment
250,66257,Education Payment,Education
251,104101,Marketplace,E-Commerce
252,136773,Food Delivery,Food
253,20386,University Payment,Education
254,88011,Healthcare,Healthcare
255,197280,Ride Hailing,Transport
256,40818,Food Delivery,Food
257,170823,Streaming,Entertainment
258,79589,Streaming,Entertainment
259,93798,Bill Payment,Utilities
260,134876,Restaurant,Food
261,83303,Food Delivery,Food
262,189426,Gaming Voucher,Entertainment
263,60101,Ride Hailing,Transport
264,181055,Travel,Travel
265,150582,Mobile Top Up,Digital Goods
266,138119,Bill Payment,Utilities
267,58256,Digital Subscription,Entertainment
268,152887,Ride Hailing,Transport
269,87404,Ride Hailing,Transport
270,48566,Streaming,Entertainment
271,10877,Online Shopping,E-Commerce
272,144143,Restaurant,Food
273,147997,Digital Subscription,Entertainment
274,12972,Restaurant,Food
275,122744,Food Delivery,Food
276,7103,Education Payment,Education
277,83688,Education Payment,Education
278,37385,Healthcare,Healthcare
279,62997,Digital Subscription,Entertainment
280,74305,Healthcare,Healthcare
281,14792,Mobile Top Up,Digital Goods
282,28150,Internet Package,Digital Goods
283,179586,Other,Other
284,174574,Bill Payment,Utilities
285,96661,School Payment,Education
286,40152,Online Shopping,E-Commerce
287,183024,Mobile Top Up,Digital Goods
288,168596,Marketplace,E-Commerce
289,150856,Transportation,Transport
290,91593,Healthcare,Healthcare
291,43963,Electricity Token,Utilities
292,107519,Ride Hailing,Transport
293,6092,Transportation,Transport
294,181752,Bill Payment,Utilities
295,41905,Electricity Token,Utilities
296,12649,Gaming Voucher,Entertainment
297,150096,Travel,Travel
298,191770,Travel,Travel
299,108001,Digital Subscription,Entertainment
300,2414,Mobile Top Up,Digital Goods
301,171173,Mobile Top Up,Digital Goods
302,137163,Streaming,Entertainment
303,66289,Bill Payment,Utilities
304,16637,Transportation,Transport
305,154758,University Payment,Education
306,43651,Streaming,Entertainment
307,15949,Mobile Top Up,Digital Goods
308,12632,Food Delivery,Food
309,120338,University Payment,Education
310,138838,Bill Payment,Utilities
311,107043,Transportation,Transport
312,36640,Healthcare,Healthcare
313,4466,Gaming Voucher,Entertainment
314,105495,Gaming Voucher,Entertainment
315,135961,Healthcare,Healthcare
316,137830,Transportation,Transport
317,132175,Mobile Top Up,Digital Goods
318,148978,Education Payment,Education
319,162408,Marketplace,E-Commerce
320,134574,Education Payment,Education
321,1885,Restaurant,Food
322,96954,Education Payment,Education
323,67984,Marketplace,E-Commerce
324,14945,Education Payment,Education
325,54661,Healthcare,Healthcare
326,19684,Restaurant,Food
327,117701,Food Delivery,Food
328,43615,University Payment,Education
329,166303,Travel,Travel
330,122234,Mobile Top Up,Digital Goods
331,59266,Transportation,Transport
332,79566,Streaming,Entertainment
333,146331,Travel,Travel
334,73635,Education Payment,Education
335,61724,Internet Package,Digital Goods
336,153224,Mobile Top Up,Digital Goods
337,184556,Other,Other
338,181462,Digital Subscription,Entertainment
339,182560,Online Shopping,E-Commerce
340,183981,Ride Hailing,Transport
341,199916,Healthcare,Healthcare
342,176127,Other,Other
343,104050,Gaming Voucher,Entertainment
344,129107,Education Payment,Education
345,133794,Gaming Voucher,Entertainment
346,186097,Streaming,Entertainment
347,132853,Streaming,Entertainment
348,14394,Healthcare,Healthcare
349,38800,Travel,Travel
350,102011,Marketplace,E-Commerce
351,158582,Electricity Token,Utilities
352,74906,Ride Hailing,Transport
353,52909,University Payment,Education
354,81079,Bill Payment,Utilities
355,24551,Travel,Travel
356,40804,Electricity Token,Utilities
357,169872,Ride Hailing,Transport
358,26642,Education Payment,Education
359,144952,Restaurant,Food
360,31593,Food Delivery,Food
361,62999,Gaming Voucher,Entertainment
362,138718,Ride Hailing,Transport
363,81177,Restaurant,Food
364,29260,Streaming,Entertainment
365,169832,Internet Package,Digital Goods
366,33816,Education Payment,Education
367,99764,Bill Payment,Utilities
368,90522,Electricity Token,Utilities
369,150210,Online Shopping,E-Commerce
370,27565,Mobile Top Up,Digital Goods
371,77753,Healthcare,Healthcare
372,135495,Other,Other
373,198620,Healthcare,Healthcare
374,183447,Healthcare,Healthcare
375,34108,Ride Hailing,Transport
376,54694,Online Shopping,E-Commerce
377,89776,Online Shopping,E-Commerce
378,183011,Education Payment,Education
379,199054,Other,Other
380,125871,Electricity Token,Utilities
381,72852,Travel,Travel
382,36631,Electricity Token,Utilities
383,65520,Travel,Travel
384,61538,Streaming,Entertainment
385,145022,Online Shopping,E-Commerce
386,120744,Streaming,Entertainment
387,37140,Food Delivery,Food
388,137562,Marketplace,E-Commerce
389,188440,Online Shopping,E-Commerce
390,109613,Restaurant,Food
391,5103,Transportation,Transport
392,55367,Travel,Travel
393,55981,Education Payment,Education
394,70603,Internet Package,Digital Goods
395,8784,University Payment,Education
396,196593,Restaurant,Food
397,158041,Ride Hailing,Transport
398,158104,Other,Other
399,69296,School Payment,Education
400,87078,Education Payment,Education
401,72359,Electricity Token,Utilities
402,141582,Online Shopping,E-Commerce
403,103613,Gaming Voucher,Entertainment
404,133096,Education Payment,Education
405,27390,School Payment,Education
406,146352,Electricity Token,Utilities
407,34397,Streaming,Entertainment
408,155047,Internet Package,Digital Goods
409,80272,Healthcare,Healthcare
410,124220,Online Shopping,E-Commerce
411,152474,Travel,Travel
412,30708,Digital Subscription,Entertainment
413,22826,School Payment,Education
414,156849,Transportation,Transport
415,164948,Electricity Token,Utilities
416,179918,Bill Payment,Utilities
417,100029,Restaurant,Food
418,188460,School Payment,Education
419,192490,Internet Package,Digital Goods
420,198783,Transportation,Transport
421,79528,University Payment,Education
422,61913,Digital Subscription,Entertainment
423,87941,Education Payment,Education
424,86849,University Payment,Education
425,107880,Other,Other
426,65464,Transportation,Transport
427,167683,Electricity Token,Utilities
428,31793,Transportation,Transport
429,15599,Digital Subscription,Entertainment
430,7297,Electricity Token,Utilities
431,15009,Ride Hailing,Transport
432,92533,Marketplace,E-Commerce
433,87832,Mobile Top Up,Digital Goods
434,8838,Gaming Voucher,Entertainment
435,11326,University Payment,Education
436,1246,Gaming Voucher,Entertainment
437,1277,Restaurant,Food
438,64217,Internet Package,Digital Goods
439,127867,Food Delivery,Food
440,86989,Food Delivery,Food
441,74714,Streaming,Entertainment
442,124640,Internet Package,Digital Goods
443,190474,Transportation,Transport
444,193305,School Payment,Education
445,183483,Digital Subscription,Entertainment
446,190323,Healthcare,Healthcare
447,9307,Other,Other
448,85787,Other,Other
449,85458,Food Delivery,Food
450,72869,Food Delivery,Food
451,144580,School Payment,Education
452,143834,Ride Hailing,Transport
453,4079,Online Shopping,E-Commerce
454,26145,Healthcare,Healthcare
455,103766,Travel,Travel
456,135662,Bill Payment,Utilities
457,129321,Healthcare,Healthcare
458,93758,University Payment,Education
459,174906,Food Delivery,Food
460,3757,Internet Package,Digital Goods
461,126417,Healthcare,Healthcare
462,3883,Other,Other
463,140047,Education Payment,Education
464,93916,Travel,Travel
465,167933,Education Payment,Education
466,158830,Restaurant,Food
467,137227,Online Shopping,E-Commerce
468,134719,School Payment,Education
469,54947,Online Shopping,E-Commerce
470,115891,Bill Payment,Utilities
471,116051,Marketplace,E-Commerce
472,180030,Other,Other
473,169880,Ride Hailing,Transport
474,95994,Mobile Top Up,Digital Goods
475,134022,Healthcare,Healthcare
476,45687,Online Shopping,E-Commerce
477,118796,Internet Package,Digital Goods
478,30704,Restaurant,Food
479,7148,Bill Payment,Utilities
480,77265,University Payment,Education
481,19084,Online Shopping,E-Commerce
482,4626,Ride Hailing,Transport
483,97208,Streaming,Entertainment
484,190691,Other,Other
485,142869,Travel,Travel
486,90942,Healthcare,Healthcare
487,86821,University Payment,Education
488,149205,University Payment,Education
489,155119,Streaming,Entertainment
490,193417,Healthcare,Healthcare
491,139649,Streaming,Entertainment
492,45905,Food Delivery,Food
493,42173,Healthcare,Healthcare
494,168364,Marketplace,E-Commerce
495,46998,Electricity Token,Utilities
496,80008,Electricity Token,Utilities
497,5273,Marketplace,E-Commerce
498,71105,University Payment,Education
499,117230,Ride Hailing,Transport
500,195180,Convenience Store,Retail
501,112396,University Payment,Education
502,197782,Ride Hailing,Transport
503,72473,Marketplace,E-Commerce
504,109301,Travel,Travel
505,109991,Convenience Store,Retail
506,13021,Bill Payment,Utilities
507,21408,Digital Subscription,Entertainment
508,26665,Education Payment,Education
509,78805,Internet Package,Digital Goods
510,153978,Education Payment,Education
511,146691,Online Shopping,E-Commerce
512,193991,Convenience Store,Retail
513,96501,Streaming,Entertainment
514,86228,Mobile Top Up,Digital Goods
515,52873,Travel,Travel
516,146105,Marketplace,E-Commerce
517,140982,Restaurant,Food
518,12766,Other,Other
519,133444,Food Delivery,Food
520,25468,Travel,Travel
521,116437,Mobile Top Up,Digital Goods
522,192678,Food Delivery,Food
523,74618,University Payment,Education
524,47968,Gaming Voucher,Entertainment
525,105540,Gaming Voucher,Entertainment
526,198724,Other,Other
527,69503,Transportation,Transport
528,52037,Transportation,Transport
529,164987,Convenience Store,Retail
530,141446,Internet Package,Digital Goods
531,121318,Bill Payment,Utilities
532,162526,Online Shopping,E-Commerce
533,36944,Marketplace,E-Commerce
534,184192,Ride Hailing,Transport
535,177297,Electricity Token,Utilities
536,33292,University Payment,Education
537,85183,Healthcare,Healthcare
538,64833,Travel,Travel
539,95484,Ride Hailing,Transport
540,162457,University Payment,Education
541,15424,Online Shopping,E-Commerce
542,7454,Electricity Token,Utilities
543,181447,Streaming,Entertainment
544,113849,Electricity Token,Utilities
545,180034,Gaming Voucher,Entertainment
546,70496,Convenience Store,Retail
547,137938,Digital Subscription,Entertainment
548,168606,Healthcare,Healthcare
549,77640,Restaurant,Food
550,146506,University Payment,Education
551,43119,Restaurant,Food
552,125758,Healthcare,Healthcare
553,164071,Restaurant,Food
554,13409,University Payment,Education
555,170827,Bill Payment,Utilities
556,159098,University Payment,Education
557,59653,Ride Hailing,Transport
558,172914,Electricity Token,Utilities
559,149571,Marketplace,E-Commerce
560,58216,Healthcare,Healthcare
561,54469,Ride Hailing,Transport
562,9220,Food Delivery,Food
563,48545,Streaming,Entertainment
564,195015,Digital Subscription,Entertainment
565,195510,Food Delivery,Food
566,85098,Streaming,Entertainment
567,31292,Travel,Travel
568,132844,Marketplace,E-Commerce
569,33091,Healthcare,Healthcare
570,71290,Bill Payment,Utilities
571,87992,Transportation,Transport
572,125377,Electricity Token,Utilities
573,117937,Marketplace,E-Commerce
574,35973,University Payment,Education
575,97781,Digital Subscription,Entertainment
576,105868,Restaurant,Food
577,189261,Internet Package,Digital Goods
578,3607,Marketplace,E-Commerce
579,158331,Food Delivery,Food
580,171654,Ride Hailing,Transport
581,116557,Bill Payment,Utilities
582,195992,School Payment,Education
583,62745,Bill Payment,Utilities
584,4671,Digital Subscription,Entertainment
585,89678,Convenience Store,Retail
586,122649,Internet Package,Digital Goods
587,137571,School Payment,Education
588,33907,Mobile Top Up,Digital Goods
589,62854,Online Shopping,E-Commerce
590,82631,Electricity Token,Utilities
591,9908,School Payment,Education
592,98269,Marketplace,E-Commerce
593,167043,School Payment,Education
594,158591,Gaming Voucher,Entertainment
595,181929,Ride Hailing,Transport
596,108660,Mobile Top Up,Digital Goods
597,42628,Ride Hailing,Transport
598,131192,Transportation,Transport
599,116306,Education Payment,Education
600,89669,Bill Payment,Utilities
601,1608,University Payment,Education
602,40799,Mobile Top Up,Digital Goods
603,46363,Electricity Token,Utilities
604,69285,Marketplace,E-Commerce
605,122226,Gaming Voucher,Entertainment
606,122557,Ride Hailing,Transport
607,33680,Digital Subscription,Entertainment
608,164444,Digital Subscription,Entertainment
609,137768,Transportation,Transport
610,163511,Marketplace,E-Commerce
611,118919,Mobile Top Up,Digital Goods
612,85165,School Payment,Education
613,8186,Internet Package,Digital Goods
614,135401,Marketplace,E-Commerce
615,31536,Convenience Store,Retail
616,71482,Electricity Token,Utilities
617,177854,Education Payment,Education
618,61871,Bill Payment,Utilities
619,135370,Restaurant,Food
620,144626,Ride Hailing,Transport
621,14089,Bill Payment,Utilities
622,103171,Mobile Top Up,Digital Goods
623,69630,Marketplace,E-Commerce
624,9203,Healthcare,Healthcare
625,88841,Transportation,Transport
626,46110,Transportation,Transport
627,147259,Travel,Travel
628,10782,Restaurant,Food
629,150149,Bill Payment,Utilities
630,159340,University Payment,Education
631,130146,Bill Payment,Utilities
632,186162,Streaming,Entertainment
633,110921,School Payment,Education
634,171546,Digital Subscription,Entertainment
635,32499,Internet Package,Digital Goods
636,34810,Travel,Travel
637,66073,Bill Payment,Utilities
638,14311,Streaming,Entertainment
639,166154,Transportation,Transport
640,868,Mobile Top Up,Digital Goods
641,146536,Ride Hailing,Transport
642,186352,Gaming Voucher,Entertainment
643,98486,School Payment,Education
644,104842,Transportation,Transport
645,60882,Gaming Voucher,Entertainment
646,41964,Education Payment,Education
647,130992,Streaming,Entertainment
648,49184,School Payment,Education
649,12177,Education Payment,Education
650,48126,Food Delivery,Food
651,60113,Education Payment,Education
652,53055,Bill Payment,Utilities
653,101374,Food Delivery,Food
654,143474,Education Payment,Education
655,144093,Streaming,Entertainment
656,62759,Bill Payment,Utilities
657,164492,Digital Subscription,Entertainment
658,31447,Internet Package,Digital Goods
659,154625,Healthcare,Healthcare
660,8571,Food Delivery,Food
661,27528,School Payment,Education
662,110494,Electricity Token,Utilities
663,130822,Internet Package,Digital Goods
664,142367,Ride Hailing,Transport
665,122865,Streaming,Entertainment
666,66993,Digital Subscription,Entertainment
667,189500,School Payment,Education
668,77163,Internet Package,Digital Goods
669,144912,Streaming,Entertainment
670,7806,Education Payment,Education
671,184111,Internet Package,Digital Goods
672,93918,Restaurant,Food
673,2696,Digital Subscription,Entertainment
674,31572,Other,Other
675,51270,Other,Other
676,68844,Internet Package,Digital Goods
677,120101,Travel,Travel
678,103466,Electricity Token,Utilities
679,190116,Mobile Top Up,Digital Goods
680,115682,Convenience Store,Retail
681,120526,School Payment,Education
682,187607,Bill Payment,Utilities
683,129702,Streaming,Entertainment
684,91206,Other,Other
685,886,University Payment,Education
686,69015,Marketplace,E-Commerce
687,31854,Digital Subscription,Entertainment
688,41565,Travel,Travel
689,141368,Ride Hailing,Transport
690,141738,Marketplace,E-Commerce
691,6229,School Payment,Education
692,26803,Streaming,Entertainment
693,107414,Ride Hailing,Transport
694,58235,Restaurant,Food
695,139738,Food Delivery,Food
696,162878,Internet Package,Digital Goods
697,102550,Streaming,Entertainment
698,15956,Marketplace,E-Commerce
699,185515,Gaming Voucher,Entertainment
700,157734,Food Delivery,Food
701,112414,Ride Hailing,Transport
702,15948,Restaurant,Food
703,198085,Healthcare,Healthcare
704,31235,Electricity Token,Utilities
705,122651,Marketplace,E-Commerce
706,172200,Marketplace,E-Commerce
707,78728,Marketplace,E-Commerce
708,160447,Mobile Top Up,Digital Goods
709,132893,Marketplace,E-Commerce
710,31452,Healthcare,Healthcare
711,104545,Travel,Travel
712,180570,Ride Hailing,Transport
713,166049,Convenience Store,Retail
714,187622,Internet Package,Digital Goods
715,59706,Other,Other
716,51594,Internet Package,Digital Goods
717,16248,Digital Subscription,Entertainment
718,151870,Convenience Store,Retail
719,97870,Other,Other
720,96838,Ride Hailing,Transport
721,68917,Marketplace,E-Commerce
722,1982,Restaurant,Food
723,198108,Internet Package,Digital Goods
724,163332,Gaming Voucher,Entertainment
725,99768,Gaming Voucher,Entertainment
726,103832,Ride Hailing,Transport
727,59795,Other,Other
728,143870,Gaming Voucher,Entertainment
729,69040,Internet Package,Digital Goods
730,65836,Healthcare,Healthcare
731,8801,Ride Hailing,Transport
732,96413,Digital Subscription,Entertainment
733,135159,Convenience Store,Retail
734,122456,Other,Other
735,83756,Ride Hailing,Transport
736,97272,Streaming,Entertainment
737,35998,Healthcare,Healthcare
738,5874,Education Payment,Education
739,184889,Other,Other
740,92440,Marketplace,E-Commerce
741,13603,Other,Other
742,170619,Travel,Travel
743,94135,Mobile Top Up,Digital Goods
744,83933,Online Shopping,E-Commerce
745,160280,Other,Other
746,74446,Other,Other
747,96853,Streaming,Entertainment
748,82102,Education Payment,Education
749,112587,Digital Subscription,Entertainment
750,129932,Internet Package,Digital Goods
751,157477,Ride Hailing,Transport
752,170217,Education Payment,Education
753,168227,Education Payment,Education
754,175102,Food Delivery,Food
755,42743,Transportation,Transport
756,72506,Transportation,Transport
757,32401,Healthcare,Healthcare
758,99611,Convenience Store,Retail
759,83172,Online Shopping,E-Commerce
760,80154,Bill Payment,Utilities
761,54705,Marketplace,E-Commerce
762,194619,University Payment,Education
763,173925,Digital Subscription,Entertainment
764,120600,Mobile Top Up,Digital Goods
765,137145,School Payment,Education
766,100949,Transportation,Transport
767,114302,Travel,Travel
768,118071,Gaming Voucher,Entertainment
769,46443,Gaming Voucher,Entertainment
770,11972,Other,Other
771,104127,Transportation,Transport
772,40265,Restaurant,Food
773,94085,Travel,Travel
774,125953,Education Payment,Education
775,9489,University Payment,Education
776,156752,Ride Hailing,Transport
777,194483,Electricity Token,Utilities
778,177445,University Payment,Education
779,116195,University Payment,Education
780,82154,Food Delivery,Food
781,129340,Transportation,Transport
782,71337,Marketplace,E-Commerce
783,22952,Electricity Token,Utilities
784,24538,Bill Payment,Utilities
785,194525,Other,Other
786,131491,Internet Package,Digital Goods
787,13840,Convenience Store,Retail
788,67076,Travel,Travel
789,91520,Streaming,Entertainment
790,98099,School Payment,Education
791,134568,Restaurant,Food
792,92047,Gaming Voucher,Entertainment
793,83728,Travel,Travel
794,152120,Transportation,Transport
795,102345,Gaming Voucher,Entertainment
796,74440,Restaurant,Food
797,139469,Online Shopping,E-Commerce
798,180272,Internet Package,Digital Goods
799,154589,Other,Other
800,169167,Gaming Voucher,Entertainment
801,121470,Education Payment,Education
802,149559,School Payment,Education
803,17109,Other,Other
804,142233,School Payment,Education
805,70306,Digital Subscription,Entertainment
806,173024,Gaming Voucher,Entertainment
807,56185,Transportation,Transport
808,198379,Internet Package,Digital Goods
809,74582,Convenience Store,Retail
810,132394,Education Payment,Education
811,61378,Restaurant,Food
812,74801,Internet Package,Digital Goods
813,115456,Online Shopping,E-Commerce
814,71170,Marketplace,E-Commerce
815,117426,Other,Other
816,62085,Marketplace,E-Commerce
817,118613,School Payment,Education
818,89441,Internet Package,Digital Goods
819,9747,Internet Package,Digital Goods
820,172037,Electricity Token,Utilities
821,68835,Gaming Voucher,Entertainment
822,116631,Marketplace,E-Commerce
823,90095,Restaurant,Food
824,68380,Online Shopping,E-Commerce
825,114505,Education Payment,Education
826,71351,Mobile Top Up,Digital Goods
827,37692,School Payment,Education
828,100202,Ride Hailing,Transport
829,59368,Transportation,Transport
830,59138,Travel,Travel
831,167333,Transportation,Transport
832,121401,Other,Other
833,155386,Healthcare,Healthcare
834,26872,Other,Other
835,77455,Ride Hailing,Transport
836,8723,Digital Subscription,Entertainment
837,949,Ride Hailing,Transport
838,97550,Other,Other
839,48219,Restaurant,Food
840,60102,Bill Payment,Utilities
841,23788,Bill Payment,Utilities
842,64047,Gaming Voucher,Entertainment
843,71444,School Payment,Education
844,25057,Education Payment,Education
845,88106,Food Delivery,Food
846,133060,Marketplace,E-Commerce
847,74180,Digital Subscription,Entertainment
848,101719,Gaming Voucher,Entertainment
849,169720,Transportation,Transport
850,132595,Food Delivery,Food
851,93745,Other,Other
852,159687,Electricity Token,Utilities
853,172013,Electricity Token,Utilities
854,122987,Convenience Store,Retail
855,53925,Transportation,Transport
856,10147,Ride Hailing,Transport
857,63873,Ride Hailing,Transport
858,83243,Bill Payment,Utilities
859,122387,Marketplace,E-Commerce
860,102262,Streaming,Entertainment
861,82131,University Payment,Education
862,178678,Food Delivery,Food
863,162519,Other,Other
864,102535,School Payment,Education
865,45942,School Payment,Education
866,142615,School Payment,Education
867,135417,Healthcare,Healthcare
868,12815,Healthcare,Healthcare
869,136279,Digital Subscription,Entertainment
