transaction_id,customer_id,transaction_date,transaction_type,amount
38491,1825,2025-01-01 02:00:00,Shopping Payment,85025.2
57170,3529,2025-01-01 02:00:00,Shopping Payment,224664.85
6554,1416,2025-01-01 02:00:00,Shopping Payment,130974.5
191076,9973,2025-01-01 02:00:00,Bank Transfer,145173.24
38410,605,2025-01-01 02:00:00,Bank Transfer,109822.66
104982,5010,2025-01-01 02:00:00,Shopping Payment,154068.27
99570,2237,2025-01-01 02:00:00,Shopping Payment,129033.31
180864,932,2025-01-01 02:00:00,Shopping Payment,62817.37
50255,8898,2025-01-01 02:00:00,Shopping Payment,127966.6
1882,350,2025-01-01 02:00:00,Bank Transfer,1453774.98
92353,2275,2025-01-01 02:00:00,Bank Transfer,140047.64
127430,8461,2025-01-01 02:00:00,Shopping Payment,125398.14
81720,4572,2025-01-01 02:00:00,Shopping Payment,194483.85
109576,3534,2025-01-01 02:00:00,Shopping Payment,74407.79
84862,6581,2025-01-01 02:00:00,Shopping Payment,331583.53
42412,2568,2025-01-01 03:00:00,Bank Transfer,488915.63
83177,3411,2025-01-01 03:00:00,Shopping Payment,108156.93
129380,6997,2025-01-01 03:00:00,Shopping Payment,249854.8
39638,7052,2025-01-01 03:00:00,Shopping Payment,161573.35
54745,2077,2025-01-01 03:00:00,Bank Transfer,153787.17
185549,4385,2025-01-01 03:00:00,Shopping Payment,220140.44
5830,8953,2025-01-01 03:00:00,Shopping Payment,179865.01
172132,2670,2025-01-01 03:00:00,Bank Transfer,122455.36
87845,2804,2025-01-01 03:00:00,Bank Transfer,439941.18
54233,4348,2025-01-01 03:00:00,Shopping Payment,530263.06
186161,4558,2025-01-01 03:00:00,Shopping Payment,166592.66
158491,8304,2025-01-01 03:00:00,Shopping Payment,59459.94
132459,9972,2025-01-01 03:00:00,Bank Transfer,1456880.03
30370,3383,2025-01-01 03:00:00,Shopping Payment,214965.77
115810,598,2025-01-01 03:00:00,Shopping Payment,475611.22
119472,2668,2025-01-01 03:00:00,Shopping Payment,243378.95
6018,6407,2025-01-01 03:00:00,Shopping Payment,139057.91
141549,6547,2025-01-01 03:00:00,Bank Transfer,674234.65
6603,1049,2025-01-01 04:00:00,Shopping Payment,173808.3
193739,7789,2025-01-01 04:00:00,Shopping Payment,112203.67
108971,8474,2025-01-01 04:00:00,Bank Transfer,248003.81
174949,6467,2025-01-01 04:00:00,Shopping Payment,207786.15
173823,8840,2025-01-01 04:00:00,Bank Transfer,350310.19
95880,2613,2025-01-01 04:00:00,Bank Transfer,116198.73
86247,8313,2025-01-01 04:00:00,Shopping Payment,400383.51
69764,4647,2025-01-01 04:00:00,Shopping Payment,136245.09
104408,8092,2025-01-01 04:00:00,Shopping Payment,223827.11
96638,382,2025-01-01 04:00:00,Shopping Payment,472414.28
136650,6676,2025-01-01 04:00:00,Shopping Payment,58391.55
159734,3607,2025-01-01 04:00:00,Bank Transfer,335572.0
152787,1714,2025-01-01 04:00:00,Shopping Payment,388652.06
70685,4187,2025-01-01 04:00:00,Bank Transfer,570378.6
163675,5064,2025-01-01 04:00:00,Shopping Payment,94331.33
191812,3436,2025-01-01 04:00:00,Bank Transfer,426342.3
4674,471,2025-01-01 04:00:00,Shopping Payment,92681.08
28961,7700,2025-01-01 05:00:00,Bank Transfer,460496.2
139347,1179,2025-01-01 05:00:00,Bank Transfer,395112.57
97615,1231,2025-01-01 05:00:00,Shopping Payment,108076.21
29170,1461,2025-01-01 05:00:00,Bank Transfer,397686.34
179696,417,2025-01-01 05:00:00,Bank Transfer,1254356.67
187438,1020,2025-01-01 05:00:00,Shopping Payment,76023.71
171436,616,2025-01-01 05:00:00,Shopping Payment,261201.88
184784,7075,2025-01-01 05:00:00,Shopping Payment,205950.01
164755,7101,2025-01-01 05:00:00,Shopping Payment,169659.1
179557,9918,2025-01-01 05:00:00,Bank Transfer,585511.99
68645,4937,2025-01-01 05:00:00,Shopping Payment,622396.54
116303,2619,2025-01-01 05:00:00,Bank Transfer,539578.18
18595,7500,2025-01-01 06:00:00,Shopping Payment,197651.12
154593,9725,2025-01-01 06:00:00,Bank Transfer,648224.59
67189,4255,2025-01-01 06:00:00,Bank Transfer,465530.28
40858,1097,2025-01-01 06:00:00,Shopping Payment,130232.95
144755,9012,2025-01-01 06:00:00,Shopping Payment,64479.82
155708,131,2025-01-01 06:00:00,Shopping Payment,433692.35
166385,4590,2025-01-01 06:00:00,Bank Transfer,534483.82
16945,3988,2025-01-01 06:00:00,Bank Transfer,265387.02
189794,4675,2025-01-01 06:00:00,Shopping Payment,63904.66
140824,7322,2025-01-01 06:00:00,Shopping Payment,127049.05
136597,6636,2025-01-01 06:00:00,Shopping Payment,366645.04
172034,8747,2025-01-01 06:00:00,Shopping Payment,148580.14
155515,9945,2025-01-01 06:00:00,Shopping Payment,96662.81
186137,6480,2025-01-01 06:00:00,Shopping Payment,58861.76
196874,8280,2025-01-01 07:00:00,Shopping Payment,134172.5
158347,453,2025-01-01 07:00:00,Bank Transfer,4917986.04
121362,8724,2025-01-01 07:00:00,Bank Transfer,980130.14
5210,8657,2025-01-01 07:00:00,Shopping Payment,425075.83
95969,6092,2025-01-01 07:00:00,Bank Transfer,363682.01
116621,5774,2025-01-01 07:00:00,Bank Transfer,70120.29
1858,7953,2025-01-01 07:00:00,Shopping Payment,195206.73
59786,8191,2025-01-01 07:00:00,Shopping Payment,129456.54
126954,6530,2025-01-01 07:00:00,Bank Transfer,29787.13
103901,6010,2025-01-01 07:00:00,Shopping Payment,39408.46
71530,5082,2025-01-01 07:00:00,Shopping Payment,91936.96
163686,2200,2025-01-01 07:00:00,Shopping Payment,114797.47
90760,40,2025-01-01 07:00:00,Shopping Payment,86965.55
30440,3694,2025-01-01 07:00:00,Bank Transfer,156228.57
114186,8222,2025-01-01 07:00:00,Bank Transfer,138882.89
7809,7259,2025-01-01 07:00:00,Shopping Payment,255002.7
92902,8670,2025-01-01 08:00:00,Bank Transfer,514355.11
125217,8930,2025-01-01 08:00:00,Shopping Payment,254236.03
44701,7570,2025-01-01 08:00:00,Bank Transfer,465186.17
12697,8492,2025-01-01 08:00:00,Shopping Payment,166486.76
49337,7710,2025-01-01 08:00:00,Shopping Payment,297270.55
131746,8994,2025-01-01 08:00:00,Bank Transfer,165372.01
172613,9892,2025-01-01 08:00:00,Bank Transfer,533219.9
43979,1110,2025-01-01 08:00:00,Shopping Payment,140259.42
43136,157,2025-01-01 08:00:00,Bank Transfer,106995.11
119602,6282,2025-01-01 08:00:00,Bank Transfer,190502.01
180219,5826,2025-01-01 08:00:00,Shopping Payment,322029.13
176611,3616,2025-01-01 08:00:00,Shopping Payment,220018.26
149207,2358,2025-01-01 08:00:00,Shopping Payment,572198.73
77420,5967,2025-01-01 08:00:00,Shopping Payment,205125.47
150954,6052,2025-01-01 08:00:00,Shopping Payment,207702.65
32952,1986,2025-01-01 08:00:00,Bank Transfer,484441.19
156057,1991,2025-01-01 09:00:00,Shopping Payment,191542.46
81022,9700,2025-01-01 09:00:00,Bank Transfer,278697.72
141550,3135,2025-01-01 09:00:00,Bank Transfer,454550.3
195366,2929,2025-01-01 09:00:00,Shopping Payment,141177.29
105824,640,2025-01-01 09:00:00,Bank Transfer,2075475.64
13216,8710,2025-01-01 09:00:00,Bank Transfer,193895.66
179794,7326,2025-01-01 09:00:00,Bank Transfer,263506.01
44276,720,2025-01-01 10:00:00,Shopping Payment,126922.23
12244,3419,2025-01-01 10:00:00,Bank Transfer,468545.48
133188,9383,2025-01-01 10:00:00,Shopping Payment,77043.13
70046,4788,2025-01-01 10:00:00,Bank Transfer,196844.48
102580,9012,2025-01-01 10:00:00,Shopping Payment,218690.34
154828,4890,2025-01-01 10:00:00,Shopping Payment,98689.84
181652,6889,2025-01-01 10:00:00,Bank Transfer,66809.37
153899,1792,2025-01-01 10:00:00,Bank Transfer,173621.7
109451,1413,2025-01-01 10:00:00,Shopping Payment,122647.04
3118,8816,2025-01-01 10:00:00,Shopping Payment,373268.3
47738,4844,2025-01-01 10:00:00,Shopping Payment,85946.64
68212,2408,2025-01-01 10:00:00,Bank Transfer,1271649.0
1295,2074,2025-01-01 10:00:00,Bank Transfer,283145.72
104420,5271,2025-01-01 10:00:00,Bank Transfer,140530.94
42161,5815,2025-01-01 10:00:00,Bank Transfer,126675.91
174257,8105,2025-01-01 10:00:00,Bank Transfer,1348755.89
18956,5352,2025-01-01 10:00:00,Bank Transfer,1779755.57
67193,4626,2025-01-01 10:00:00,Bank Transfer,228288.18
168935,7798,2025-01-01 11:00:00,Bank Transfer,761281.78
25832,7386,2025-01-01 11:00:00,Shopping Payment,77410.2
36821,4922,2025-01-01 11:00:00,Shopping Payment,65920.39
164198,6326,2025-01-01 11:00:00,Bank Transfer,107069.42
177931,6113,2025-01-01 11:00:00,Bank Transfer,1260637.84
37131,3703,2025-01-01 11:00:00,Shopping Payment,205115.58
92144,4828,2025-01-01 11:00:00,Shopping Payment,202680.05
12057,5114,2025-01-01 12:00:00,Shopping Payment,85528.7
157319,6212,2025-01-01 12:00:00,Shopping Payment,193698.76
123298,8700,2025-01-01 12:00:00,Shopping Payment,123379.43
26858,9479,2025-01-01 12:00:00,Shopping Payment,177025.08
171723,1058,2025-01-01 12:00:00,Shopping Payment,159026.02
162524,2474,2025-01-01 12:00:00,Shopping Payment,282049.54
174471,9050,2025-01-01 12:00:00,Bank Transfer,1897088.02
169719,1983,2025-01-01 12:00:00,Bank Transfer,429166.35
192195,4941,2025-01-01 12:00:00,Shopping Payment,87637.26
84647,214,2025-01-01 12:00:00,Shopping Payment,122237.28
121265,5367,2025-01-01 12:00:00,Bank Transfer,645166.19
13164,4919,2025-01-01 12:00:00,Shopping Payment,151823.65
156217,2830,2025-01-01 12:00:00,Shopping Payment,223130.13
28523,8435,2025-01-01 13:00:00,Shopping Payment,259054.75
30425,8158,2025-01-01 13:00:00,Shopping Payment,180672.49
18806,3502,2025-01-01 13:00:00,Shopping Payment,20682.47
142589,6978,2025-01-01 13:00:00,Shopping Payment,287736.09
35280,4738,2025-01-01 13:00:00,Shopping Payment,216308.81
47173,633,2025-01-01 13:00:00,Shopping Payment,63964.42
190434,6983,2025-01-01 13:00:00,Shopping Payment,165609.82
118063,4881,2025-01-01 13:00:00,Bank Transfer,126728.59
83393,6410,2025-01-01 13:00:00,Bank Transfer,383308.39
186968,8431,2025-01-01 13:00:00,Bank Transfer,250942.54
186519,6546,2025-01-01 13:00:00,Bank Transfer,333423.84
81883,7956,2025-01-01 13:00:00,Shopping Payment,102122.84
6916,9301,2025-01-01 13:00:00,Bank Transfer,889156.51
46989,9100,2025-01-01 13:00:00,Bank Transfer,425853.3
107133,8901,2025-01-01 13:00:00,Bank Transfer,620955.57
133045,6646,2025-01-01 14:00:00,Bank Transfer,1407918.38
25136,7386,2025-01-01 14:00:00,Shopping Payment,258350.17
105113,1854,2025-01-01 14:00:00,Bank Transfer,413564.25
8617,9226,2025-01-01 14:00:00,Shopping Payment,141988.82
35004,2834,2025-01-01 14:00:00,Bank Transfer,497632.47
180325,3849,2025-01-01 14:00:00,Bank Transfer,332982.71
28232,4228,2025-01-01 14:00:00,Shopping Payment,57803.02
54298,2497,2025-01-01 14:00:00,Shopping Payment,31901.29
131022,751,2025-01-01 14:00:00,Shopping Payment,99061.49
24793,4756,2025-01-01 14:00:00,Bank Transfer,105310.11
24839,3244,2025-01-01 15:00:00,Shopping Payment,66592.15
116124,4545,2025-01-01 15:00:00,Shopping Payment,130006.75
15679,4564,2025-01-01 15:00:00,Shopping Payment,119327.2
59682,2263,2025-01-01 15:00:00,Bank Transfer,652555.35
177789,4892,2025-01-01 15:00:00,Bank Transfer,233825.03
22621,8417,2025-01-01 15:00:00,Shopping Payment,287152.63
66500,6047,2025-01-01 15:00:00,Bank Transfer,237963.1
80184,7177,2025-01-01 15:00:00,Shopping Payment,104074.77
86536,7567,2025-01-01 15:00:00,Shopping Payment,129430.84
150870,4125,2025-01-01 15:00:00,Shopping Payment,149419.7
117824,3453,2025-01-01 15:00:00,Bank Transfer,154092.22
51431,5800,2025-01-01 15:00:00,Shopping Payment,98427.61
158437,56,2025-01-01 15:00:00,Bank Transfer,105748.14
127047,7906,2025-01-01 15:00:00,Bank Transfer,543677.91
162620,574,2025-01-01 15:00:00,Shopping Payment,383092.97
91001,9485,2025-01-01 15:00:00,Bank Transfer,302982.33
128207,8696,2025-01-01 15:00:00,Bank Transfer,853110.43
116465,2289,2025-01-01 15:00:00,Bank Transfer,545937.85
55324,9502,2025-01-01 15:00:00,Shopping Payment,83209.25
11744,7575,2025-01-01 16:00:00,Shopping Payment,54571.73
99143,4937,2025-01-01 16:00:00,Bank Transfer,312757.59
184114,8154,2025-01-01 16:00:00,Shopping Payment,404930.19
58159,5885,2025-01-01 16:00:00,Shopping Payment,168339.23
75659,1540,2025-01-01 16:00:00,Bank Transfer,283416.68
150753,3211,2025-01-01 16:00:00,Bank Transfer,316312.91
181690,8981,2025-01-01 16:00:00,Shopping Payment,62829.58
83111,9098,2025-01-01 16:00:00,Shopping Payment,282436.04
92019,6151,2025-01-01 16:00:00,Bank Transfer,348228.48
16244,7551,2025-01-01 16:00:00,Shopping Payment,132924.02
24085,3303,2025-01-01 16:00:00,Shopping Payment,101919.29
32830,9140,2025-01-01 16:00:00,Bank Transfer,365348.24
175548,3467,2025-01-01 16:00:00,Shopping Payment,121987.29
38122,9853,2025-01-01 16:00:00,Bank Transfer,109285.66
122969,6859,2025-01-01 16:00:00,Shopping Payment,183129.24
44512,5704,2025-01-01 16:00:00,Bank Transfer,144182.69
158526,5930,2025-01-01 16:00:00,Shopping Payment,243549.24
128052,1746,2025-01-01 17:00:00,Shopping Payment,232829.36
171346,1578,2025-01-01 17:00:00,Shopping Payment,168303.29
143547,505,2025-01-01 17:00:00,Bank Transfer,183585.83
100979,1229,2025-01-01 17:00:00,Shopping Payment,84560.9
66257,6273,2025-01-01 17:00:00,Shopping Payment,132683.56
104101,4499,2025-01-01 17:00:00,Shopping Payment,74658.94
136773,5283,2025-01-01 17:00:00,Bank Transfer,637182.22
20386,5732,2025-01-01 17:00:00,Bank Transfer,871461.51
88011,7379,2025-01-01 17:00:00,Shopping Payment,178761.82
197280,5243,2025-01-01 17:00:00,Bank Transfer,308756.75
40818,1522,2025-01-01 17:00:00,Bank Transfer,49825.58
170823,7159,2025-01-01 17:00:00,Shopping Payment,136408.31
79589,7285,2025-01-01 17:00:00,Shopping Payment,164601.3
93798,7296,2025-01-01 17:00:00,Shopping Payment,154493.71
134876,6383,2025-01-01 17:00:00,Shopping Payment,417735.47
83303,6205,2025-01-01 17:00:00,Shopping Payment,217201.96
189426,6512,2025-01-01 18:00:00,Shopping Payment,211126.41
60101,873,2025-01-01 18:00:00,Shopping Payment,74099.03
181055,8869,2025-01-01 18:00:00,Shopping Payment,111066.57
150582,9933,2025-01-01 18:00:00,Bank Transfer,107423.79
138119,9632,2025-01-01 18:00:00,Bank Transfer,363757.26
58256,9534,2025-01-01 18:00:00,Bank Transfer,423676.24
152887,1840,2025-01-01 18:00:00,Shopping Payment,79872.68
87404,1156,2025-01-01 18:00:00,Shopping Payment,299905.44
48566,9118,2025-01-01 18:00:00,Shopping Payment,132784.55
10877,2026,2025-01-01 18:00:00,Shopping Payment,294014.17
144143,7671,2025-01-01 18:00:00,Shopping Payment,210635.73
147997,7441,2025-01-01 18:00:00,Bank Transfer,381571.87
12972,1988,2025-01-01 18:00:00,Bank Transfer,53841.05
122744,8569,2025-01-01 18:00:00,Bank Transfer,302731.7
7103,576,2025-01-01 18:00:00,Shopping Payment,107763.36
83688,2846,2025-01-01 18:00:00,Bank Transfer,136108.1
37385,7902,2025-01-01 18:00:00,Shopping Payment,86661.78
62997,5635,2025-01-01 18:00:00,Bank Transfer,173764.35
74305,3826,2025-01-01 19:00:00,Shopping Payment,222532.87
14792,8928,2025-01-01 19:00:00,Bank Transfer,120963.91
28150,9190,2025-01-01 19:00:00,Shopping Payment,165639.7
179586,260,2025-01-01 19:00:00,Shopping Payment,83934.0
174574,644,2025-01-01 19:00:00,Bank Transfer,946535.69
96661,1195,2025-01-01 19:00:00,Bank Transfer,444717.31
40152,77,2025-01-01 19:00:00,Shopping Payment,78023.85
183024,4788,2025-01-01 19:00:00,Bank Transfer,87654.0
168596,5476,2025-01-01 19:00:00,Bank Transfer,297860.42
150856,8743,2025-01-01 19:00:00,Bank Transfer,44683.42
91593,9896,2025-01-01 19:00:00,Shopping Payment,522514.02
43963,5635,2025-01-01 19:00:00,Bank Transfer,596217.08
107519,1458,2025-01-01 19:00:00,Shopping Payment,74149.87
6092,3389,2025-01-01 19:00:00,Bank Transfer,218944.37
181752,5558,2025-01-01 19:00:00,Shopping Payment,90910.14
41905,6177,2025-01-01 19:00:00,Bank Transfer,121164.93
12649,5415,2025-01-01 19:00:00,Bank Transfer,224983.25
150096,3998,2025-01-01 20:00:00,Shopping Payment,87409.81
191770,5751,2025-01-01 20:00:00,Shopping Payment,203644.64
108001,8259,2025-01-01 20:00:00,Bank Transfer,272178.16
2414,1006,2025-01-01 20:00:00,Shopping Payment,98089.35
171173,3763,2025-01-01 20:00:00,Shopping Payment,95768.99
137163,4120,2025-01-01 20:00:00,Shopping Payment,161612.44
66289,8881,2025-01-01 20:00:00,Shopping Payment,129047.85
16637,3157,2025-01-01 20:00:00,Shopping Payment,206754.46
154758,1560,2025-01-01 20:00:00,Shopping Payment,73969.92
43651,7029,2025-01-01 21:00:00,Bank Transfer,442039.45
15949,6480,2025-01-01 21:00:00,Bank Transfer,284184.3
12632,9808,2025-01-01 21:00:00,Shopping Payment,121805.04
120338,7617,2025-01-01 21:00:00,Shopping Payment,220611.63
138838,3621,2025-01-01 21:00:00,Bank Transfer,793501.3
107043,6716,2025-01-01 21:00:00,Shopping Payment,228140.93
36640,8122,2025-01-01 21:00:00,Bank Transfer,1369467.06
4466,616,2025-01-01 21:00:00,Shopping Payment,319079.52
105495,8415,2025-01-01 21:00:00,Shopping Payment,123468.97
135961,67,2025-01-01 21:00:00,Shopping Payment,295844.07
137830,8179,2025-01-01 21:00:00,Shopping Payment,29696.2
132175,9506,2025-01-01 21:00:00,Shopping Payment,186295.16
148978,1416,2025-01-01 21:00:00,Shopping Payment,309400.95
162408,6093,2025-01-01 21:00:00,Shopping Payment,133692.43
134574,1872,2025-01-01 21:00:00,Bank Transfer,128512.09
1885,847,2025-01-01 21:00:00,Shopping Payment,80362.47
96954,5528,2025-01-01 21:00:00,Bank Transfer,267456.09
67984,9381,2025-01-01 21:00:00,Bank Transfer,372409.82
14945,2913,2025-01-01 21:00:00,Bank Transfer,694338.59
54661,3909,2025-01-01 21:00:00,Bank Transfer,166343.46
19684,4030,2025-01-01 21:00:00,Shopping Payment,310393.0
117701,5369,2025-01-01 21:00:00,Bank Transfer,622355.42
43615,3523,2025-01-01 21:00:00,Shopping Payment,153946.27
166303,4978,2025-01-01 21:00:00,Shopping Payment,53490.74
122234,4071,2025-01-01 22:00:00,Shopping Payment,598181.5
59266,6415,2025-01-01 22:00:00,Shopping Payment,296516.34
79566,6480,2025-01-01 22:00:00,Bank Transfer,147529.88
146331,7901,2025-01-01 22:00:00,Shopping Payment,20956.95
73635,1012,2025-01-01 22:00:00,Shopping Payment,133912.62
61724,9874,2025-01-01 22:00:00,Bank Transfer,704931.86
153224,673,2025-01-01 22:00:00,Bank Transfer,297693.08
184556,706,2025-01-01 22:00:00,Shopping Payment,93422.02
181462,6210,2025-01-01 22:00:00,Shopping Payment,82407.01
182560,7111,2025-01-01 22:00:00,Shopping Payment,70168.88
183981,4903,2025-01-01 22:00:00,Bank Transfer,164451.53
199916,3149,2025-01-01 22:00:00,Shopping Payment,201621.06
176127,69,2025-01-01 22:00:00,Shopping Payment,185142.14
104050,2981,2025-01-01 22:00:00,Bank Transfer,2455576.77
129107,6140,2025-01-01 22:00:00,Shopping Payment,98566.02
133794,3268,2025-01-01 22:00:00,Shopping Payment,127445.6
186097,6653,2025-01-01 22:00:00,Shopping Payment,84918.58
132853,4267,2025-01-01 22:00:00,Bank Transfer,486236.5
14394,3140,2025-01-01 23:00:00,Bank Transfer,110821.37
38800,4750,2025-01-01 23:00:00,Shopping Payment,231148.38
102011,3717,2025-01-01 23:00:00,Bank Transfer,228607.79
158582,7129,2025-01-01 23:00:00,Bank Transfer,812039.64
74906,7350,2025-01-01 23:00:00,Shopping Payment,170821.1
52909,6843,2025-01-01 23:00:00,Bank Transfer,118233.36
81079,4125,2025-01-01 23:00:00,Bank Transfer,299892.92
24551,563,2025-01-01 23:00:00,Shopping Payment,75805.97
40804,4645,2025-01-01 23:00:00,Shopping Payment,69578.34
169872,9779,2025-01-01 23:00:00,Bank Transfer,94144.53
26642,5635,2025-01-02 00:00:00,Bank Transfer,389135.57
144952,9255,2025-01-02 00:00:00,Bank Transfer,85074.99
31593,2096,2025-01-02 00:00:00,Shopping Payment,118868.06
62999,2688,2025-01-02 00:00:00,Shopping Payment,123812.04
138718,9772,2025-01-02 00:00:00,Shopping Payment,157495.75
81177,1694,2025-01-02 00:00:00,Shopping Payment,101667.33
29260,5463,2025-01-02 00:00:00,Shopping Payment,224290.32
169832,1862,2025-01-02 00:00:00,Shopping Payment,151241.39
33816,1358,2025-01-02 00:00:00,Bank Transfer,148029.51
99764,6111,2025-01-02 00:00:00,Shopping Payment,149463.38
90522,375,2025-01-02 00:00:00,Shopping Payment,352379.13
150210,5021,2025-01-02 00:00:00,Bank Transfer,429567.16
27565,6459,2025-01-02 00:00:00,Bank Transfer,424248.61
77753,8685,2025-01-02 00:00:00,Shopping Payment,225534.06
135495,7003,2025-01-02 00:00:00,Shopping Payment,82876.5
198620,1787,2025-01-02 00:00:00,Shopping Payment,64444.42
183447,61,2025-01-02 00:00:00,Bank Transfer,673344.66
34108,350,2025-01-02 00:00:00,Shopping Payment,134326.08
54694,63,2025-01-02 01:00:00,Shopping Payment,152111.79
89776,6963,2025-01-02 01:00:00,Bank Transfer,186609.01
183011,603,2025-01-02 01:00:00,Shopping Payment,186918.47
199054,8747,2025-01-02 01:00:00,Shopping Payment,119017.29
125871,8289,2025-01-02 01:00:00,Shopping Payment,128636.39
72852,7252,2025-01-02 01:00:00,Shopping Payment,48969.28
36631,4169,2025-01-02 01:00:00,Shopping Payment,278255.9
65520,2747,2025-01-02 01:00:00,Bank Transfer,364567.18
61538,9576,2025-01-02 01:00:00,Shopping Payment,250339.9
145022,9424,2025-01-02 01:00:00,Shopping Payment,264788.34
120744,84,2025-01-02 01:00:00,Shopping Payment,326358.41
37140,9653,2025-01-02 01:00:00,Shopping Payment,371606.52
137562,234,2025-01-02 01:00:00,Shopping Payment,102311.96
188440,4436,2025-01-02 01:00:00,Bank Transfer,510455.55
109613,6521,2025-01-02 01:00:00,Bank Transfer,523899.47
5103,2142,2025-01-02 01:00:00,Bank Transfer,203866.4
55367,1357,2025-01-02 01:00:00,Shopping Payment,243217.61
55981,5389,2025-01-02 01:00:00,Bank Transfer,861921.91
70603,7654,2025-01-02 02:00:00,Shopping Payment,68955.87
8784,7489,2025-01-02 02:00:00,Shopping Payment,85215.07
196593,4590,2025-01-02 02:00:00,Shopping Payment,375299.76
158041,2197,2025-01-02 02:00:00,Bank Transfer,648587.83
158104,2935,2025-01-02 02:00:00,Shopping Payment,201755.68
69296,3037,2025-01-02 02:00:00,Bank Transfer,437577.65
87078,4544,2025-01-02 02:00:00,Bank Transfer,939831.1
72359,5344,2025-01-02 02:00:00,Bank Transfer,78274.64
141582,9876,2025-01-02 02:00:00,Shopping Payment,89055.83
103613,5156,2025-01-02 02:00:00,Shopping Payment,72337.0
133096,5958,2025-01-02 02:00:00,Bank Transfer,468735.13
27390,3965,2025-01-02 02:00:00,Shopping Payment,275812.87
146352,9739,2025-01-02 02:00:00,Bank Transfer,342878.34
34397,79,2025-01-02 02:00:00,Shopping Payment,379736.61
155047,6742,2025-01-02 02:00:00,Shopping Payment,121149.37
80272,2715,2025-01-02 02:00:00,Bank Transfer,134031.86
124220,3163,2025-01-02 02:00:00,Bank Transfer,901229.27
152474,6202,2025-01-02 02:00:00,Shopping Payment,271755.1
30708,6149,2025-01-02 03:00:00,Shopping Payment,189365.5
22826,1371,2025-01-02 03:00:00,Bank Transfer,648300.18
156849,3242,2025-01-02 03:00:00,Bank Transfer,218440.24
164948,1299,2025-01-02 03:00:00,Bank Transfer,408433.81
179918,8750,2025-01-02 03:00:00,Shopping Payment,241936.35
100029,2891,2025-01-02 03:00:00,Shopping Payment,82869.08
188460,5876,2025-01-02 03:00:00,Shopping Payment,125722.18
192490,7938,2025-01-02 03:00:00,Bank Transfer,171119.58
198783,466,2025-01-02 03:00:00,Bank Transfer,513647.68
79528,9632,2025-01-02 03:00:00,Shopping Payment,71908.37
61913,8756,2025-01-02 03:00:00,Bank Transfer,313623.46
87941,7584,2025-01-02 03:00:00,Shopping Payment,87635.38
86849,4246,2025-01-02 03:00:00,Bank Transfer,401176.65
107880,590,2025-01-02 03:00:00,Shopping Payment,291374.04
65464,1862,2025-01-02 03:00:00,Shopping Payment,85505.58
167683,3658,2025-01-02 03:00:00,Bank Transfer,308269.97
31793,9583,2025-01-02 04:00:00,Bank Transfer,115115.15
15599,998,2025-01-02 04:00:00,Shopping Payment,121987.94
7297,6995,2025-01-02 04:00:00,Shopping Payment,91082.79
15009,5930,2025-01-02 04:00:00,Shopping Payment,34596.61
92533,9540,2025-01-02 04:00:00,Shopping Payment,319527.22
87832,5604,2025-01-02 04:00:00,Bank Transfer,1118564.56
8838,4981,2025-01-02 04:00:00,Shopping Payment,240591.43
11326,242,2025-01-02 04:00:00,Bank Transfer,165466.58
1246,2958,2025-01-02 04:00:00,Shopping Payment,36737.43
